a 啊
ban3 魬
ban4 伴 办 半 扮 拌 瓣 绊
ban4 姅
ban4 怑
ban4 湴
ban4 秚
ban4 絆
ban4 跘
ban4 辦
ban4 鉡
ban4 靽
banan 办案
banba 办吧
banbai 半百
banbai 斑白
banbai 班白
banbai 颁白
banban 半…半…
banban 斑斑
banbanlala 半半拉拉
banbanliushisi 板板六十四
banbanliushisi 版版六十四
banbao 板报
banbei 班辈
banbeizi 半辈子
banben 扳本
banben 版本
banbenhao 版本号
banbi 板壁
banbian 半边
banbianren 半边人
banbiantian 半边天
banbiaozi 半彪子
banbijiangshan 半壁江山
banbing 搬兵
banbo 班驳
banboluli 斑驳陆离
banbu 半…不…
banbu 颁布
banbudaoer 扳不倒儿
banbulunyu 半部论语
bancaer 板擦儿
banchai 办差
banchang 伴唱
banchengpin 半成品
banchoubuna 半筹不纳
banchundishe 搬唇递舌
banci 版次
banci 班次
bancuo 板锉
banda 半大
bandabuxiao 半大不小
bandang 伴当
bandang 板荡
bandao 办到
bandao 半岛
bandao 扳道
bandaoer 半道儿
bandaoti 半导体
bandeng 板凳
bandi 班底
bandian 斑点
bandiaozi 半吊子
baner 板儿
baner 绊儿
banfa 办法
banfa 颁发
banfang 班房
banfeng 班风 版风
banfenger 半疯儿
banfengjian 半封建
banfu 板斧
bang 帮
bang1 並
bang1 嗙
bang1 垹
bang1 峀
bang1 崗
bang1 帮 梆 浜 邦
bang1 幇
bang1 幚
bang1 幫
bang1 挷
bang1 捠
bang1 搒
bang1 紡
bang1 縍
bang1 邫
bang1 鞤
bang1 髈
bang3 榜 绑 膀
bang3 牓
bang3 綁
bang3 騯
bang4 傍 棒 磅 蒡 蚌 谤 镑
bang4 埲
bang4 塝
bang4 嫎
bang4 徬
bang4 棓
bang4 玤
bang4 硥
bang4 稖
bang4 艕
bang4 蚄
bang4 蛖
bang4 蜯
bang4 謗
bang4 鎊
banganbu 班干部
banganbuga 半间不界
bangao 办稿
bangban 帮办
bangbang 帮帮
bangbangmang 帮帮忙
bangbi 膀臂
bangbianer 傍边儿
bangbing 棒冰
bangbingchengzhu 蚌病成珠
bangbu 帮补
bangbubang 帮不帮
bangchen 帮衬
bangcheng 磅秤
bangchu 帮厨
bangchuang 棒疮
bangchui 棒槌
bangcou 帮凑
bangdaomang 帮倒忙
bangdayaoyuan 膀大腰圆
bangdayuanyang 棒打鸳鸯
bangding 绑定
bangdong 帮冬
bange 半个
bange 榜额
bangerxiang 棒儿香
bangexiaoshi 半个小时
bangeyue 半个月
bangfei 绑匪
banggong 帮工
bangguanlengyan 傍观冷眼
bangheier 傍黑儿
banghuasuiliu 傍花随柳
banghuchishi 帮虎吃食
banghui 帮会
banghui 谤毁
bangjia 绑架
bangjiao 帮教
bangjiao 邦交
bangjueer 傍角儿
bangkou 帮口
banglian 邦联
banglianger 傍亮儿
bangmang 帮忙
bangming 傍明
bangni 帮你
bangong 办公
bangonghuiyi 办公会议
bangongshi 办公室
bangpai 帮派
bangpiao 绑票
bangpu 帮浦
bangqiang 帮腔
bangqiu 棒球
bangrenlibi 傍人篱壁
bangrenmenhu 傍人门户
bangshang 傍晌
bangshang 榜上
bangshangwuming 榜上无名
bangshou 帮手
bangshou 榜首
bangshu 榜书
bangshu 谤书
bangta 帮他
bangtao 帮套
bangtie 帮贴
bangtong 帮同
bangtou 稖头
bangtui 绑腿
bangu 板鼓
banguiguan 半规管
banguilian 扮鬼脸
bangwan 傍晚
bangwei 榜尾
bangwen 榜文
bangwo 帮我
bangwu 傍午
bangxianzuanlan 帮闲钻懒
bangxiong 帮凶
bangyan 榜眼
bangyang 榜样
bangyi 傍依
bangyi 谤议
bangyong 帮佣
bangza 绑扎
bangzhe 帮着
bangzhen 棒针
bangzhu 帮主
bangzhu 帮助
bangzi 帮子
bangzi 梆子
bangzi 棒子
bangzi 膀子
bangziguo 棒子国
bangzimian 棒子面
bangziqiang 梆子腔
bangziyiyang 棒子一样
banhao 办好
banhen 斑痕
banhen 瘢痕
banhu 板胡
banhua 版画
banhui 半会
banhuo 拌和
banji 扳机
banji 版籍
banji 班机
banji 班级
banjia 半价
banjia 搬家
banjiang 颁奖
banjiaoshi 绊脚石
banjichengyuan 班级成员
banjie 半截
banjie 板结
banjierutu 半截入土
banjin 半斤
banjinbaliang 半斤八两
banjinboliang 搬斤播两
banjing 半径
banjingdaogu 班荆道故
banjiu 伴酒
banjiu 斑鸠
bankaimener 半开门儿
banke 版刻
bankong 半空
bankou 版口
bankuai 板块
banlai 搬来
banlan 斑斓
banlan 斒斓
banlang 伴郎
banlaodongli 半劳动力
banlazi 半拉子
banli 办理 板栗
banliuti 半流体
banlu 半路
banluchujia 半路出家
banlun 班轮
banlv 伴侣
banma 斑马
banmao 斑蝥
banmasuo 绊马索
banmaxian 斑马线
banmennongfu 班门弄斧
banmian 版面
banmianfei 版面费
banmianzhijiao 半面之交
banmiao 半秒
banmo 瓣膜
banna 版纳
bannian 半年
banniang 伴娘
banniannei 半年内
bannianqian 半年前
bannongshifei 搬弄是非
banpei 班配
banpei 般配
banpiao 半票
banping 扳平
banpingcu 半瓶醋
banpingshui 半瓶水
banqi 班期
banqian 搬迁
banqingbanhuang 半青半黄
banqishitoudazijidejiao 搬起石头打自己的脚
banquan 版权
banquanye 版权页
banshang 半晌
banshang 板上 班上 版上
banshangdingding 板上钉钉
banshangzouwan 阪上走丸
banshen 半身
banshenbusui 半身不遂
bansheng 伴生
bansheng 半生
banshengbushu 半生不熟
banshetou 搬舌头
banshi 办事
banshi 半世
banshi 板实
banshi 板式
banshi 版式
banshihuichao 班师回朝
banshiyuan 办事员
banshizaixiang 伴食宰相
banshizajiao 搬石砸脚
banshou 扳手
banshoubanjiao 绊手绊脚
banshouxu 办手续
banshu 板书
banshu 版书
banshua 板刷
banshuaiqi 半衰期
banshui 版税
bansibuhuo 半死不活
bansu 伴宿
bansuan 拌蒜
bansui 伴随
bansuizhe 伴随着
bantian 半天
bantong 伴同
bantou 班头
bantu 斑秃
bantu 版图
bantuerfei 半途而废
bantuibanjiu 半推半就
bantunbantu 半吞半吐
banv 吧女
banwa 板瓦
banwan 办完
banwen 斑纹
banwenmang 半文盲
banwo 伴我
banwu 伴舞
banwu 版务
banwuchanjieji 半无产阶级
banxi 扮戏
banxia 半夏
banxiang 扮相
banxiaoshi 半小时
banxin 版心
banxinbanyi 半信半疑
banxing 伴星
banxiu 半休
banxue 办学
banya 板牙
banya 板鸭
banyan 扮演
banyan 搬演
banyan 板烟
banyan 板眼
banye 半夜
banyesangeng 半夜三更
banyi 搬移
banyin 伴音
banyin 半音
banyong 搬用
banyou 伴游
banyou 版友 板油
banyuan 半圆
banyuanyin 半元音
banyuekan 半月刊
banyun 搬运
banzai 半载
banzhang 板障
banzhe 半这 板着
banzheng 板正 办证
banzhi 办置
banzhi 板滞
banzhier 扳指儿
banzhimindi 半殖民地
banzhipin 半制品
banzhong 版中
banzhongyao 半中腰
banzhu 板筑
banzhu 版主 斑竹 版猪
banzhu 版筑
banzhuan 板砖
banzhuang 扮装
banzhuren 班主任
banzi 半子
banzi 扳子
banzi 板子
banzi 柈子
banzi 班子
banzi 绊子
banzidong 半自动
banzigengnong 半自耕农
banzou 伴奏
banzu 班组
banzui 拌嘴
bao 包 报 抱
bao1 佨
bao1 剝
bao1 剥 包 孢 煲 胞 苞 褒 龅
bao1 嘐
bao1 嚗
bao1 枹
bao1 砲
bao1 笣
bao1 蕔
bao1 裦
bao1 襃
bao1 闁
bao1 齙
bao2 嫑
bao2 窇
bao2 薄 雹
bao2 铇
bao3 保 堡 宝 葆 褓 饱 鸨
bao3 堢
bao3 媬
bao3 寚
bao3 寳
bao3 寶
bao3 怉
bao3 珤
bao3 緥
bao3 藵
bao3 賲
bao3 靌
bao3 飹
bao3 飽
bao3 駂
bao3 鳵
bao3 鴇
bao4 儤
bao4 刨 报 抱 暴 曝 爆 豹 趵 鲍
bao4 勽
bao4 報
bao4 忁
bao4 曓
bao4 菢
bao4 虣
bao4 蚫
bao4 袌
bao4 鉋
bao4 鑤
bao4 靤
bao4 骲
bao4 髱
bao4 鮑
baoan 保安
baoan 报案
baoanbu 保安部
baoandui 保安队
baoanzu 保安族
baobao 宝宝 抱抱 包包
baobei 宝贝
baobeigeda 宝贝疙瘩
baobeizhuang 包背装
baoben 保本
baobi 包庇
baobiao 保膘
baobiao 保镖
baobiao 报表
baobing 刨冰
baobing 抱病
baobing 暴病
baobing 薄饼
baobinggongshi 报冰公事
baobo 胞波
baobuding 保不定
baobudong 抱不动
baobuqi 保不齐
baobuzhu 保不住
baocan 饱餐
baocang 保藏
baocanghuoxin 包藏祸心
baocanshouque 抱残守缺
baocha 宝刹
baochan 包产
baochang 包场
baochang 报偿
baochang 饱尝
baochao 包抄
baoche 包车
baocheng 报呈
baochengzhi 包乘制
baochi 保持
baochiyizhi 保持一致
baochou 报酬
baochouxuehen 报仇雪恨
baochuang 刨床
baochulai 报出来
baochunqingyan 薄唇轻言
baoci 褒词
baocui 薄脆
baocun 保存
baocutui 抱粗腿
baoda 报答
baodan 保单
baodan 报单
baodao 刨刀
baodao 报导
baodao 报道 报到
baodaobulao 宝刀不老
baodatianxia 包打天下
baodating 包打听
baodi 保底
baodi 宝地
baodian 爆点
baodie 暴跌
baodong 暴动
baoduan 报端
baoduer 爆肚儿
baoe 保额
baoen 报恩
baoer 宝儿
baofa 暴发
baofa 爆发
baofabianxing 爆发变星
baofali 爆发力
baofan 包饭
baofayin 爆发音
baofei 报废
baofeng 暴风
baofengxue 暴风雪
baofengyingyin 暴风影音
baofengyinying 暴风音影
baofengyu 暴风雨
baofengzhouyu 暴风骤雨
baofu 包袱
baofu 报复
baofu 抱负
baofudier 包袱底儿
baofupier 包袱皮儿
baofuxin 报复心
baoganer 包干儿
baogao 报告
baogaowanbi 报告完毕
baogaowenxue 报告文学
baogeer 饱嗝儿
baogong 刨工
baogong 包公
baogong 包工
baogu 保固
baogu 包谷
baogu 苞谷
baoguan 保管
baoguan 包管
baoguan 报关
baoguan 报馆
baoguang 暴光
baoguang 曝光
baoguangbiao 曝光表
baoguanjituo 抱关击柝
baogui 宝贵
baoguo 包裹
baoguoanmin 保国安民
baohan 包含 包涵
baohan 抱憾
baohan 饱含
baohanbuzhiehanji 饱汉不知饿汉饥
baohanlujingmingcheng 包含路径名称
baohao 宝号
baohedu 饱和度
baohenhuangquan 抱恨黄泉
baohenzhongtian 抱恨终天
baohong 暴洪
baohu 保护
baohua 刨花
baohua 报话
baohuaban 刨花板
baohuaji 报话机
baohuang 保皇
baohuguanshui 保护关税
baohuguo 保护国
baohui 包会
baohuniao 保护鸟
baohuo 包伙
baohuo 宝货
baohupinghe 暴虎冯河
baohuren 保护人
baohusan 保护伞
baohuse 保护色
baohuta 保护她
baohuzhuyizhe 保护主义者
baoji 包机
baojia 保价
baojia 保甲
baojia 保驾
baojia 报价
baojian 保荐
baojian 宝剑
baojiancao 保健操
baojiang 褒奖
baojianpin 保健品
baojianqiu 保健球
baojiao 包剿
baojiaoer 抱脚儿
baojie 保洁
baojie 保结
baojin 包金
baojing 报警
baojingcangsang 饱经沧桑
baojingfengshuang 饱经风霜
baojingximin 保境息民
baoju 保举
baoju 包举
baojuan 宝眷
baojun 暴君
baokan 报刊
baokao 报考
baoku 宝库
baoku 暴库
baokuang 报矿
baokui 抱愧
baokuo 包括
baolan 包揽
baolan 宝蓝
baolei 堡垒
baolengmen 爆冷门
baoli 暴利
baoli 暴力
baoliao 报料
baolie 暴烈
baolie 爆裂
baolimotuo 暴力摩托
baoling 保龄
baolingqiu 保龄球
baolingshoulu 抱令守律
baoliqingxiang 暴力倾向
baoliu 保留
baoliujumu 保留剧目
baolizisui 暴戾恣睢
baolu 暴露
baoluan 暴乱
baoluowanxiang 包罗万象
baolutie 暴露贴
baoluwenxue 暴露文学
baoluwuyi 暴露无遗
baoma 宝马
baoman 爆满
baoman 饱满
baomao 豹猫
baomei 保媒
baomi 保密
baomi 包米
baomi 苞米
baomiao 保苗
baomin 暴民
baoming 保命
baoming 报名
baomingbiao 报名表
baominghao 报名号
baomixing 保密性
baomu 保姆
baomu 报幕
baomu 鸨母
baonu 暴怒
baonuan 保暖
baonuansiyinyu 饱暖思淫欲
baonuewudao 暴虐无道
baopei 包赔
baopeng 爆棚
baopi 包皮
baopi 报批
baopiao 保票
baopiao 包票
baopigu 报屁股
baopin 报聘
baopingzuo 宝瓶座
baopo 爆破
baopotong 爆破筒
baoqian 抱歉
baoqing 报请
baoqu 抱屈
baoquan 保全
baoquan 抱拳
baoquhaoduo 暴取豪夺
baoren 保人
baoren 报人
baorong 包容
baosang 报丧
baosha 抱厦
baoshai 暴晒
baoshan 保山
baoshanbiane 褒善贬恶
baoshang 保墒
baoshang 报上
baoshangqu 报上去
baoshankonghui 宝山空回
baoshe 报社
baoshener 抱身儿
baoshengong 包身工
baoshi 保释
baoshi 宝石
baoshi 报失
baoshi 报时
baoshi 暴尸
baoshinuanyi 饱食暖衣
baoshizhongri 饱食终日
baoshou 保守
baoshouxing 保守性
baoshu 报数
baoshu 枹树
baoshuiqu 保税区
baosiliupi 豹死留皮
baosong 保送
baotai 胞胎
baotan 包探
baotan 报摊
baotazhen 宝塔镇
baotiantianwu 暴殄天物
baotiao 报条
baotiaorulei 暴跳如雷
baoting 报亭
baotong 报童
baotou 包头
baotou 报头
baotou 爆头
baotoudaku 抱头大哭
baotouhuanyan 豹头环眼
baotoushucuan 抱头鼠窜
baotu 暴徒
baotu 暴突
baotuaner 抱团儿
baotuquan 趵突泉
baowaijiuyi 保外就医
baowaizhixing 保外执行
baowan 宝玩
baowanzhaigua 抱蔓摘瓜
baowei 保卫
baowei 包围
baoweiqu 抱委屈
baoweiquan 包围圈
baowen 保温
baowenbei 保温杯
baowengchuguan 抱瓮出灌
baowenping 保温瓶
baowo 抱窝
baowu 宝物
baowu 报务
baoxi 包席
baoxi 报喜
baoxian 保险
baoxian 保鲜
baoxiandao 保险刀
baoxiandeng 保险灯
baoxianfa 保险法
baoxiang 包厢
baoxiangongsi 保险公司
baoxiangui 保险柜
baoxiansi 保险丝
baoxianxiang 保险箱
baoxiao 包销
baoxiao 报效
baoxiao 报晓
baoxiao 报销
baoxincai 包心菜
baoxing 暴行
baoxinjiuhuo 抱薪救火
baoxinwan 保心丸
baoxiu 保修
baoxiu 报修
baoxiurenchi 包羞忍耻
baoxuezhishi 饱学之士
baoya 龅牙
baoyang 保养
baoyang 包养
baoyang 抱养
baoyang 褒扬
baoyao 抱腰
baoyi 胞衣
baoyi 褒义
baoyilaoquan 饱以老拳
baoyin 包银
baoyiweiguan 褒衣危冠
baoyou 保佑
baoyou 保有
baoyu 保育
baoyu 饱雨
baoyu 鲍鱼 宝玉
baoyuan 抱冤
baoyuan 抱怨
baoyuaner 包圆儿
baoyuanxuechi 抱怨雪耻
baoyue 包月
baoyun 包孕
baoyun 包蕴
baoyuyuan 保育员
baoyuyuan 保育院
baoyuzhisi 鲍鱼之肆
baoza 包扎
baozai 雹灾
baozang 宝藏
baozao 暴躁
baozha 爆炸
baozhai 堡寨
baozhan 报站
baozhang 保障 暴涨
baozhang 报章
baozhang 报账
baozhang 爆仗
baozhaxing 爆炸性
baozhe 抱着
baozheng 保证
baozheng 暴政
baozhengjin 保证金
baozhengren 保证人
baozhengshu 保证书
baozhi 保值
baozhi 报纸
baozhong 保重
baozhong 宝重
baozhu 抱住 保住
baozhu 爆竹
baozhuang 保状
baozhuang 包装
baozhuduier 抱柱对儿
baozhun 保准
baozhushibing 宝珠市饼
baozi 刨子
baozi 包子
baozi 孢子
baozi 报子
baozi 胞子
baozi 豹子
baozi 雹子
baozinongsun 抱子弄孙
baozizhiwu 孢子植物
baozu 包租
baozu 暴卒
baozuo 宝座
bapi 扒皮
bapo 八婆
baqi 八旗
baqi 霸气
baqia 菝葜
baqian 八千
baqiansuanhou 巴前算后
baqianzhihou 跋前疐后
baqianzhihou 跋前踬后
baqu 拔取
baquan 霸权
basai 罢赛
basailuola 巴塞罗拉
basanlansi 巴三览四
basao 坝埽
bashanchaohai 拔山超海
bashangaishi 拔山盖世
bashangangding 拔山扛鼎
bashansheshui 跋山涉水
bashanshushui 巴山蜀水
bashanyeyu 巴山夜雨
bashi 八十
bashi 巴士
bashi 把势
bashi 把式
bashi 罢市
bashidewu 拔十得五
bashou 把守
bashou 罢手
bashuxungen 拔树寻根
basi 拔丝
basong 巴松
basong 罢讼
basu 罢诉
basuchizhai 把素持斋
batai 吧台
batai 靶台
batang 坝塘
batian 坝田
batou 把头
batouer 扒头儿
batoutannao 巴头探脑
batoutannaoer 巴头探脑儿
batui 拔腿
bawan 把玩
bawang 巴望
bawang 霸王
bawangbian 霸王鞭
bawangbieji 霸王别姬
bawangfengyue 霸王风月
bawangtiaokuan 霸王条款
bawanmaizhai 百万买宅，千万买邻
bawanwuyan 把玩无厌
bawen 把稳
bawen 跋文
bawo 把握
bawu 巴乌
bawu 把晤
baxi 把戏
baxi 把细
baxia 把下 拔下
baxiali 八下里
baxianguohaiong 八仙过海，各显神通
baxianzhuo 八仙桌
baxin 靶心
baxinlingyi 拔新领异
baxiongdi 把兄弟
baxiu 罢休
baxizhuoxiang 拔犀擢象
bayan 罢演
baye 霸业
bayijianjunjie 八一建军节
bayinanchangqiyi 八一南昌起义
bayindiezou 八音迭奏
baying 拔营
bayinhe 八音盒
bayu 跋语
bayu 鲅鱼
bayuejie 八月节
bazhai 把斋
bazhaishangsheng 拔宅上升
bazhan 把盏
bazhan 罢战
bazhan 霸占
bazhenyushi 八珍玉食
bazhi 罢职
bazhiyizhi 拔帜易帜
bazhu 霸主
bazhuo 把捉
bazhuo 拔擢
bazi 八字 靶子
bazi 坝子
bazi 把子
bazidakai 八字打开
bazimeiyipie 八字没一撇
bazimeiyouyipie 八字没有一瞥
bazitieer 八字帖儿
be1 萡
bei 被 呗 倍 北 背
bei1 卑 埤 悲 杯 碑 背 萆 陂 鹎
bei1 唄
bei1 揹
bei1 柸
bei1 桮
bei1 棓
bei1 椑
bei1 痺
bei1 盃
bei1 箃
bei1 茀
bei1 藣
bei1 襬
bei1 諀
bei1 錍
bei1 鵯
bei2 喺
bei3 鉳
bei4 俻
bei4 倍 呗 备 孛 悖 惫 焙 狈 碚 背
bei4 偝
bei4 偹
bei4 備
bei4 僃
bei4 哱
bei4 垻
bei4 愂
bei4 憊
bei4 昁
bei4 杮
bei4 梖
bei4 棑
bei4 牬
bei4 犕
bei4 狽
bei4 珼
bei4 琲
bei4 禙
bei4 糒
bei4 臂 蓓 被 褙 贝 辈 邶 鐾 钡 鞴
bei4 苝
bei4 萯
bei4 蛽
bei4 誖
bei4 貝
bei4 軰
bei4 輩
bei4 鄁
bei4 鋇
bei4 鐴
bei4 韝
bei4 骳
beiai 悲哀
beian 备案
beiban 备办
beibang 背榜
beibanqiu 北半球
beibao 背包
beibaofu 背包袱
beibei 贝贝
beibenqumo 背本趋末
beibi 被逼
beibian 北边
beibiwochuo 卑鄙龌龊
beibiwuchi 卑鄙无耻
beibuzhu 备不住
beibuzhu 背不住
beibuzisheng 悲不自胜
beibuzudao 卑不足道
beican 悲惨
beican 钡餐
beicha 备查
beichangxinku 备尝辛苦
beichaoxian 北朝鲜
beichen 北辰
beichengjieyi 背城借一
beichouchuiti 悲愁垂涕
beichuang 悲怆
beicizhongbi 卑辞重币
beida 北大
beidai 背带
beidai 被袋
beidamen 北大门
beidan 被单
beidao 倍道
beidao 悲悼
beidao 被盗
beidaoerchi 背道而驰
beidazi 背搭子
beidazi 被褡子
beidi 背地
beidiao 贝雕
beidong 被动
beidongshi 被动式
beidou 北斗
beidou 背篼
beidoufu 北豆腐
beidouxing 北斗星
beidouzhizun 北斗之尊
beiduibei 背对背
beiduo 梖多
beiduofen 贝多芬
beiduolifen 备多力分
beie 碑额
beienwangyi 背恩忘义
beier 倍儿
beier 贝尔
beierbuyong 备而不用
beifang 北方
beifanghua 北方话
beifanglao 北方佬
beifangren 北方人
beifangzhongxin 北方中心
beifazhanzheng 北伐战争
beifei 北非
beifen 备份
beifen 焙粉
beifen 辈分
beifeng 背风
beifeng 被封
beifengzhilian 北风之恋
beifentianying 悲愤填膺
beifu 背负
beifu 被服
beifu 被覆
beigalaer 背旮旯儿
beigao 被告
beige 杯葛
beigeng 备耕
beigong 背躬
beigongjiaocuo 杯觥交错
beigongquxi 卑躬屈膝
beigongsheying 杯弓蛇影
beigua 北瓜
beiguan 悲观
beiguang 背光
beiguangdeng 背光灯
beiguo 北国
beiguo 北漍
beihairen 被害人
beihang 北航
beihang 辈行
beihao 悲号
beiheiguo 背黑锅
beihou 背后
beihuang 备荒
beihuanlihe 悲欢离合
beihubingliang 陂湖禀量
beihui 悖晦
beihui 背晦
beihuo 北货
beihuo 备货
beihuo 背货
beihuyou 被忽悠
beiji 北极
beiji 碑记
beiji 背脊
beiji 背集
beijia 倍加
beijian 卑贱
beijian 备件
beijian 背剪
beijiao 杯珓
beijiao 背角
beijie 碑碣
beijihuang 背饥荒
beijing 北京 背景
beijing 背静
beijingdaxue 北京大学
beijinghuanyingnin 北京欢迎您
beijinglixiang 背井离乡
beijingren 北京人
beijingshijian 北京时间
beijingtupian 背景图片
beijingyuanren 北京猿人
beijiugemao 杯酒戈矛
beijiushibingquan 杯酒释兵权
beijiuyanhuan 杯酒言欢
beijixing 北极星
beiju 悲剧
beijuan 惫倦
beikao 备考
beikaobei 背靠背
beike 备课
beike 碑刻
beike 贝克
beike 贝壳
beiku 悲苦
beikuang 背筐
beile 贝勒
beilei 蓓蕾
beili 悖理
beili 背理
beili 背离
beili 被里
beiliang 悲凉
beiliao 备料
beilie 卑劣
beilihoubi 卑礼厚币
beilin 碑林
beiling 背令
beilou 背篓
beilu 北路
beilv 倍率
beima 被骂
beimei 北美
beimen 北门
beimengbaiyue 背盟败约
beimensuoyao 北门锁钥
beimian 背面
beimian 被面
beimianchengchen 北面称臣
beiming 悲鸣
beiming 碑铭
beimiu 悖谬
beimiu 背谬
beinan 被难
beini 悖逆
beinian 背年
beinuo 贝诺
beiou 北欧
beipan 背叛
beipanlangji 杯盘狼藉
beipin 备品
beiping 北平
beipo 被迫
beiqi 北齐
beiqi 悲凄
beiqi 悲戚
beiqi 悲泣
beiqi 背弃
beiqi 背气
beiqi 背鳍
beiqie 卑怯
beiqie 悲切
beiqu 北曲
beiqu 备取
beiren 背人
beiribingxing 倍日并行
beiru 被褥
beirubeichu 悖入悖出
beisai 杯赛
beishan 北墠
beishang 北上
beishang 悲伤
beishanqilou 背山起楼
beishanyang 北山羊
beishao 焙烧
beishi 倍式
beishi 北市
beishi 悖时
beishi 椑柿
beishi 背时
beishida 北师大
beishu 倍数
beishu 备述
beishu 背书
beishu 贝书
beishuangdao 北礵岛
beishuer 辈数儿
beishuichexin 杯水车薪
beishuiyizhan 背水一战
beishuizhen 背水阵
beisong 北宋
beisong 背诵
beisoushima 北叟失马
beisuan 悲酸
beita 碑拓
beitalizi 贝塔粒子
beitan 悲叹
beitang 陂塘
beitao 被套
beitashexian 贝塔射线
beitianminren 悲天悯人
beitie 碑帖
beitong 悲恸
beitong 悲痛
beitou 背头
beitou 被头
beiwai 北外
beiwanglu 备忘录
beiwei 北魏
beiwei 卑微
beiwen 碑文
beiwo 被卧
beiwoer 被窝儿
beiwu 卑污
beixia 卑下
beixijiaoji 悲喜交集
beixiju 悲喜剧
beixin 悲辛
beixin 背心
beixing 背兴
beixinqiyi 背信弃义
beixuanjuquan 被选举权
beiyan 背眼
beiyang 北洋
beiyangjunfa 北洋军阀
beiye 悲咽
beiyeshu 贝叶树
beiyin 碑阴
beiyin 背阴
beiying 背影
beiyong 备用
beiyuanshichu 北辕适楚
beiyue 北约
beiyue 背约
beiyun 背运
beizeng 倍增
beizhai 背债
beizhan 备战
beizhao 被罩
beizhe 背着
beizhi 卑职
beizhi 备至
beizhi 碑志
beizhiwushengaolun 卑之无甚高论
beizhongwu 杯中物
beizhou 北周
beizhu 备注
beizhuang 悲壮
beizi 杯子 被子 辈子
beizi 背子
beizi 褙子
beizi 贝子
beizier 背字儿
beizizhiwu 被子植物
beizuo 碑座
ben 笨 本
ben1 倴
ben1 喯
ben1 奔 贲 锛
ben1 泍
ben1 渀
ben1 犇
ben1 蟦
ben1 賁
ben1 逩
ben1 錛
ben1 鐼
ben3 夲
ben3 奙
ben3 本 畚 苯
ben3 楍
ben3 翉
ben4 坌 夯 奔 笨
ben4 捹
ben4 撪
ben4 桳
ben4 炃
ben4 燌
ben4 獖
ben4 輽
benali 本阿里
benbaibu 本白布
benban 本版
benbao 本报
benbaoxun 本报讯
benben 笨笨
benbenzhuyi 本本主义
benbi 本币
benbo 奔波
benbo 笨伯
benbu 本埠
benbu 本部
bencha 栟茶
bencheng 倴城
benchi 奔驰
benchuziwuxian 本初子午线
benci 本次
bencuan 奔窜
bendan 笨蛋
bendao 本岛
bendi 本地
bendian 本店
bendiban 本地版
bendilianjie 本地连接
bendiren 本地人
bendou 畚斗
benfang 奔放
benfen 本分
benfu 奔赴
beng1 伻
beng1 傰
beng1 嗙
beng1 嘣 崩 绷
beng1 埲
beng1 奟
beng1 嵭
beng1 挷
beng1 搒
beng1 漨
beng1 痭
beng1 祊
beng1 絣
beng1 綳
beng1 繃
beng1 閍
beng2 甭
beng3 埄
beng3 琣
beng3 琫
beng3 菶
beng3 鞛
beng4 塴
beng4 泵 甏 蚌 蹦 迸
beng4 熢
beng4 跰
beng4 逬
beng4 錋
beng4 鏰
beng4 镚
bengbeng 菶菶
bengbengerxi 蹦蹦儿戏
bengbengtiaotiao 蹦蹦跳跳
bengbu 蚌埠
bengchangmian 绷场面
bengchuang 蹦床
bengci 绷瓷
bengda 蹦跶
bengdai 绷带
